t;framecounter;lat;long;height;GPS_satellites;temp;voltage;temp_int;pressure;humidity_rel;RSSI;CRC;r;v_z;wind;wind_direction;wind_direction_deg;vapor_pressure;dew_point
1402,0;389,0;1,2120363037236233;0,2801216364694952;7,849;11,0;;;;;;-78,0;1,0;18,266103080541484;5,5;26,12432092824589;2,3318127481401616;133,60302908323325;;
1406,0;390,0;1,2120462904976033;0,2801073219771021;7,87;11,0;-37,231688920862695;3,9082352941176466;19,663342188206684;34,07778;38,13;-84,0;3,0;18,331154904896852;5,25;27,783468720085168;2,1799559780602955;124,90227706716841;0,006676255092922576;-45,87147282799804
1410,0;391,0;1,2120574757891804;0,2800889129422838;7,91;10,0;-37,34401852812809;3,9082352941176466;19,663342188206684;33,93582;37,92;-75,0;3,0;18,410952217096646;10,0;34,289094159775146;2,116783823592798;121,2827792334323;0,006557526843433393;-46,02373212005551
1414,0;392,0;1,2120695932611114;0,28006507767882094;7,939;11,0;-37,54672351567439;3,9082352941176466;19,663342188206684;33,830760000000005;38,01;-83,0;3,0;18,49108634673579;7,25;42,56338487339793;2,0411287965232954;116,9480654834018;0,00642720541933845;-46,19383067995307
1418,0;393,0;1,2120815773898872;0,28004846615859924;7,9635;11,0;;;;;;-83,0;1,0;18,569207229640753;6,125;32,60597148042441;2,1957636793484108;125,80799163478093;;
1422,0;394,0;1,2120903658208027;0,28003764703709905;7,983;10,0;-37,53952014045322;3,9082352941176466;19,663342188206684;33,63509;37,55;-84,0;3,0;18,627301317873204;4,875;22,188377259521175;2,252995658057225;129,08714246797857;0,006354493309364578;-46,29013171421887
1426,0;395,0;1,2121024832927334;0,2800223005315192;7,9985;10,0;-37,39344602609435;3,9082352941176466;19,663342188206684;33,49176;37,11;-78,0;3,0;18,70257968129352;3,875;31,126556747490948;2,239158383842913;128,2943250555333;0,0063824502051456405;-46,25298481728352
1430,0;396,0;1,2121160654449725;0,2800065213588178;8,0105;11,0;-37,06860860521732;3,9082352941176466;19,663342188206684;33,40648;36,66;-82,0;3,0;18,784863029721155;3,0;33,14174389523175;2,281506656664128;130,7207023578575;0,006535532899528359;-46,052217943362784
1434,0;397,0;;;;;-37,47886240395718;3,9082352941176466;19,663342188206684;33,29797;36,6;-83,0;2,0;;;;;;0,006235488549215208;-46,44997111828663
1438,0;398,0;1,2121375038477733;0,2799835516041311;8,0515;11,0;-37,59912120477787;3,9082352941176466;19,663342188206684;33,121230000000004;36,56;-81,0;3,0;18,924413834653766;;;;;0,006146220467867789;-46,57173845326271
1441,0;399,0;1,2121500206510372;0,2799685712686283;8,069;11,0;-38,151342997384745;3,8823529411764706;19,663342188206684;33,02525;36,27;-83,0;3,0;19,00317310232648;5,833333333333333;41,43368005928768;2,2668407428369504;129,88040739285765;0,005734530752413496;-47,15544269901442
1445,0;400,0;1,212163602803276;0,2799598495092902;8,099;11,0;-37,81052003658607;3,9082352941176466;19,663342188206684;32,89057;35,96;-77,0;3,0;19,09371828912635;7,5;25,695007826019964;2,570756723837013;147,29351043073936;0,005905188229599985;-46,908907732802184
1449,0;401,0;1,212173057077301;0,27994666686291697;8,1395;11,0;;;;;;-77,0;1,0;19,164757205975697;10,125;25,824115844904938;2,1929568567423585;125,64717254561224;;
1453,0;402,0;1,2121867723981623;0,2799372125888918;8,169;11,0;-38,23510161781289;3,9082352941176466;19,663342188206684;32,627919999999996;35,43;-75,0;3,0;19,25588773667442;7,375;26,517909435273243;2,5380690594042123;145,42064521659998;0,005549682680134535;-47,4302788158566
1457,0;403,0;1,2121975581838738;0,27992542812578236;8,188;11,0;-38,47988967086101;3,9082352941176466;19,663342188206684;32,56232;35,21;-84,0;3,0;19,32564320234405;4,75;25,430820515860585;2,311975818991431;132,46645676451095;0,0053666149425385555;-47,710970979456086
1461,0;404,0;1,2122074117892316;0,2799121456465759;8,209;11,0;-38,50230246091246;3,9082352941176466;19,663342188206684;32,47122;35,74;-78,0;3,0;19,390865554831684;5,25;26,32743282611461;2,209060908897492;126,56986676715994;0,005433774173477141;-47,60698023580885
1465,0;405,0;1,212218463912187;0,27989979517319;8,232;11,0;-38,42281941392483;3,8823529411764706;19,663342188206684;32,36694;35,38;-78,0;3,0;19,463922094302692;5,75;26,38357588220248;2,3007723994909006;131,82454811101601;0,005427003596578946;-47,617409714563564
1469,0;406,0;1,2122285840293217;0,2798888762188566;8,2645;11,0;-38,67738342763863;3,9082352941176466;19,663342188206684;32,23841;35,23;-77,0;3,0;19,535691661407398;8,125;23,699756588236937;2,318243497573315;132,82556829459745;0,005252406766363539;-47,890618576123074
1473,0;407,0;1,2122403018208536;0,2798719983613911;8,288;11,0;-38,602089399381214;3,9082352941176466;18,678507697645216;32,13955;34,5;-74,0;3,0;19,612780330399424;5,875;32,70876147669793;2,1776663496643094;124,7710910234251;0,005187073183470075;-47,995024092967945
1477,0;408,0;;;;;-38,359601449258236;3,9082352941176466;18,678507697645216;32,04869;34,33;-78,0;2,0;;;;;;0,005303231016444501;-47,810229678381226
1481,0;409,0;1,212259077200282;0,2798519581418538;8,3275;10,0;-38,42994658255978;3,8823529411764706;18,678507697645216;31,92115;34,07;-75,0;3,0;19,737354489583904;;;;;0,0052219032946060635;-47,93921337417948
1485,0;410,0;1,2122698629859936;0,2798400071743337;8,3655;11,0;-38,87556381199539;3,8823529411764706;18,678507697645216;31,78995;33,48;-74,0;3,0;19,815405289625538;9,5;25,62768129297225;2,304992658764846;132,06635115586403;0,004881945142166338;-48,49939114183345
1489,0;411,0;1,2122783850796652;0,2798336822756574;8,3905;11,0;-38,99331291398423;3,9082352941176466;18,678507697645216;31,6465;33,01;-85,0;3,0;19,87502249948338;6,25;16,894910361843532;2,503117338832323;143,41805914111015;0,004750274115233358;-48,726136200103134
1493,0;412,0;1,2122897035398643;0,2798197671145971;8,407;11,0;-38,96490057037127;3,9082352941176466;18,678507697645216;31,54061;32,59;-81,0;3,0;19,947143528810592;4,125;28,554934535091615;2,2536490599647516;129,12457963960566;0,004704805733399999;-48,805792278819176
1497,0;413,0;1,2123023535117499;0,2798128762056444;8,432;11,0;-39,03288504918905;3,9082352941176466;18,678507697645216;31,45716;32,59;-76,0;3,0;20,030620719807924;6,25;22,932246621796587;2,642799037221153;151,42123093400943;0,0046690559645057705;-48,868925747832584
1501,0;414,0;1,2123126066229735;0,2798095806749508;8,4485;11,0;-38,85424368088303;3,9082352941176466;18,678507697645216;31,34792;32,32;-78,0;3,0;20,096729092390827;4,125;17,14495154349822;2,8306042912908174;162,1816793625833;0,004724071454471468;-48,77195378234346
1505,0;415,0;1,2123221940656206;0,2798039879418957;8,4685;11,0;-38,77295999717808;3,8823529411764706;18,678507697645216;31,24173;32,03;-76,0;3,0;20,16045827332114;5,0;17,669922506345117;2,6135136776757477;149,74330343053455;0,004724506254695695;-48,77119157430001
1509,0;416,0;1,2123312488337799;0,2798000265680924;8,485;11,0;-39,24977121842775;3,9082352941176466;18,678507697645216;31,11206;31,6;-82,0;3,0;20,219660855517013;4,125;15,73403681796249;2,729190301297087;156,3710857523606;0,004418256691273161;-49,3248860053243
1513,0;417,0;1,2123425672939794;0,27980065907541335;8,4985;11,0;-39,027805291965166;3,8823529411764706;18,678507697645216;31,0349;31,24;-78,0;3,0;20,290713402062394;3,375;18,046781276502784;3,197417396907886;183,19852218452786;0,004478198366866401;-49,21376519392891
1517,0;418,0;1,2123530867424468;0,2797949331737363;8,528;11,0;-39,043027747443375;3,9082352941176466;18,678507697645216;30,93312;30,15;-80,0;3,0;20,36382188337589;7,375;19,066881249828253;2,643124008141415;151,43985039620492;0,0043145713680459215;-49,52044679297278
1521,0;419,0;1,2123634730222925;0,2797892739436368;8,5395;11,0;-39,39045498699633;3,8823529411764706;18,678507697645216;30,79766;30,62;-81,0;3,0;20,428658698925656;2,875;18,82996879082166;2,6426922610925074;151,4151131124853;0,004214007144694885;-49,714335074172986
1525,0;420,0;1,2123766556686657;0,2797887746049378;8,575;11,0;-39,431935579814876;3,8823529411764706;18,678507697645216;30,71618;30,87;-90,0;3,0;20,519684586821864;8,875;21,00170040742238;3,1037322667934344;177,8307596258358;0,004228617480168204;-49,685901228751575
1529,0;421,0;1,2123889063092186;0,27978574523695504;8,603;11,0;-39,57850441486579;3,9082352941176466;18,678507697645216;30,6274;30,66;-81,0;3,0;20,602197132294233;7,0;20,090433971040657;2,899173348354224;166,11039693750823;0,00413105776768781;-49,87752314276449
1533,0;;;;;;;;;;;;;;;;;;;
1537,0;423,0;1,2124108773865072;0,2797774561447386;8,645;11,0;-40,36570975773691;3,8823529411764706;18,678507697645216;30,41612;30,08;-77,0;3,0;20,746782260162103;;;;;0,0037075684844663005;-50,761285988230796
1541,0;424,0;1,2124193994801788;0,27977296209644764;8,6685;11,0;-40,72842858671501;3,8823529411764706;18,678507697645216;30,2505;30,28;-74,0;3,0;20,80587231223077;5,875;15,338172088698691;2,6563123433999696;152,19548634532367;0,003581440738351744;-51,04266356024155
1545,0;425,0;1,2124311172717108;0,2797651723429301;8,688;11,0;;;;;;-78,0;1,0;20,88181705999289;4,875;22,400948196899733;2,554897337768582;146,38483454334968;;
1549,0;426,0;1,2124424357319101;0,27976364099104445;8,713;11,0;-39,99422894979432;3,8823529411764706;17,72873128271516;30,106740000000002;29,85;-81,0;3,0;20,957712781773782;6,25;18,183446624099233;3,0071124113247083;172,2948496903138;0,003837427047757522;-50,48072717344484
1553,0;427,0;1,2124530883489997;0,27976337482833347;8,731;11,0;-39,866203119969356;3,8823529411764706;17,72873128271516;29,995330000000003;29,52;-84,0;3,0;21,0268492212805;4,5;16,96457260929654;3,1166121870532826;178,56872469719016;0,0038503496761239826;-50,45329226672573
1557,0;428,0;1,212464007303333;0,27976081146326104;8,755;11,0;-40,47328080060976;3,8823529411764706;17,72873128271516;29,86534;29,06;-78,0;3,0;21,100031220057772;6,0;17,855967008987772;2,9110054235324414;166,7883249081016;0,003538354883756517;-51,14089627360837
1561,0;429,0;1,2124699995422537;0,279755085736117;8,77;11,0;-40,5938616790217;3,8823529411764706;17,72873128271516;29,73746;28,88;-83,0;3,0;21,14098202818269;3,75;13,19481381343264;2,3789344294754984;136,30290254730843;0,0034685655781903305;-51,30239398473199
1565,0;430,0;1,2124770569556171;0,2797564172478033;8,794;11,0;-40,44011651224395;3,8823529411764706;17,72873128271516;29,63871;29,09;-78,0;3,0;21,19177656336795;6,0;11,433943927107254;3,328069192076619;190,684318633504;0,0035553776356394935;-51,10195349981073
1569,0;431,0;1,2124881089040398;0,2797567834178804;8,823;11,0;;;;;;-82,0;1,0;21,267781790472657;7,25;17,604934415770085;3,1747122600429027;181,89761366889743;;
1573,0;432,0;1,212496631172244;0,2797544198930073;8,8455;11,0;-40,82980960227667;3,8823529411764706;17,72873128271516;29,4332;28,47;-83,0;3,0;21,32646724285991;5,625;14,08006715506573;2,871056733755033;164,49943358677868;0,003328692232200893;-51,63536985375249
1576,0;;;;;;;;;;;;;;;;;;;
1580,0;434,0;1,2125192679181096;0,27975871427563187;8,8975;11,0;-40,92511176124572;3,8823529411764706;17,72873128271516;29,22936;27,98;-81,0;3,0;21,479061759204892;;;;;0,0032360477683275367;-51,86314901364487
1584,0;435,0;1,2125277900117812;0,2797548858959176;8,9255;11,0;-40,7173932254841;3,8823529411764706;17,72873128271516;29,090799999999998;28,22;-82,0;3,0;21,54003044928736;7,0;14,874009245590631;2,7193792861551045;155,80895599198607;0,0033419858581320485;-51,60317012035694
1588,0;436,0;1,2125411058267763;0,2797545197258406;8,9595;11,0;-41,04445530215429;3,8823529411764706;17,72873128271516;28,977349999999998;27,99;-78,0;3,0;21,63122569635427;8,5;21,20793973904891;3,1141006960091153;178,42482686007446;0,003193414334196799;-51,97001213946002
1592,0;437,0;1,2125501605949358;0,27975794859968905;8,9705;11,0;-41,20081086043862;3,8823529411764706;17,72873128271516;28,816290000000002;27,82;-85,0;3,0;21,688209400700252;2,75;15,415006269378884;3,5035870910058473;200,74075347115252;0,0031178204210845937;-52,162794745078685
1596,0;438,0;1,2125642754216626;0,27975561823607176;9,0;11,0;;;;;;-78,0;1,0;21,782198079396533;7,375;22,776378595868085;2,9779682918577848;170,62501464723402;;
1600,0;439,0;1,2125761263818164;0,2797615438034152;9,0405;11,0;-41,55730075923353;3,8823529411764706;17,72873128271516;28,591810000000002;27,59;-82,0;3,0;21,86754652621783;10,125;21,09511511884462;3,6052461535070592;206,5653887017286;0,0029683662460569223;-52,55707430936996
1604,0;440,0;1,2125874448420155;0,27976640402178327;9,077;11,0;-41,66836433036957;3,8823529411764706;17,72873128271516;28,49455;27,13;-80,0;3,0;21,948173758357502;9,125;19,611428538199927;3,5471895678480196;203,2389913705259;0,0028819157224271117;-52,793650740762985
1608,0;441,0;1,2126016928373644;0,27976893405106695;9,103;11,0;-41,48323283048114;3,8823529411764706;17,72873128271516;28,390430000000002;26,96;-87,0;3,0;22,04146643602426;6,5;23,039407672156738;3,3173317271548934;190,06910721081934;0,002925321058045275;-52,67405737326547
1612,0;442,0;1,2126144759778716;0,2797744269512888;9,127;11,0;-41,56629988753804;3,8823529411764706;17,72873128271516;28,27652;27,08;-85,0;3,0;22,125442949913648;6,0;22,15179339515031;3,547436491113776;203,25313903151735;0,002910490689076749;-52,71473241262901
1616,0;443,0;1,2126264602811807;0,2797806520171319;9,1625;11,0;;;;;;-89,0;1,0;22,209529271007966;8,875;21,501213169732292;3,6206670518855786;207,4489410951179;;
1620,0;444,0;1,2126409744392401;0,2797891407750148;9,184;11,0;-41,50624772794146;3,8823529411764706;16,811509491818413;28,0422;26,72;-85,0;3,0;22,302539883288667;5,375;26,770711146601784;3,670805792436419;210,3216793187825;0,0028916414153823023;-52,766708994767576
1624,0;445,0;1,2126528255739268;0,27979836204758485;9,2085;11,0;;;;;;-85,0;1,0;22,3813635312468;6,125;23,907748952791103;3,802831549880567;217,8861980073501;;
1628,0;446,0;1,2126632118537728;0,2798050864521269;9,226;11,0;;;;;;-84,0;1,0;22,448828317213977;4,375;19,69978536704368;3,716160117144693;212,9202907072325;;
1632,0;447,0;1,2126738644708623;0,27981387488304243;9,264;11,0;-42,16531208240875;3,8823529411764706;16,811509491818413;27,71691;26,09;-85,0;3,0;22,526269929322453;9,5;21,98767892733793;3,8313939169204723;219,52270109164024;0,00261744539997458;-53,560706108663965
1636,0;448,0;1,212686114936882;0,2798258591863512;9,292;11,0;-42,12832693237365;3,8823529411764706;16,811509491818413;27,60625;26,23;-85,0;3,0;22,608924834342236;7,0;27,285957883167157;3,916008578760235;224,3707640999853;0,002642733201021916;-53,48431944425923
1640,0;449,0;1,2126967677285045;0,2798314185836176;9,314;11,0;-42,48302318011332;3,8823529411764706;16,811509491818413;27,49619;25,92;-87,0;3,0;22,67981465131097;5,5;19,131871978937017;3,6225846332752614;207,55881041561955;0,002506741378000716;-53,903398747899296
1644,0;450,0;1,2127074203455939;0,27983747714505003;9,3355;11,0;-42,70573585935415;3,8823529411764706;16,811509491818413;27,37471;25,85;-89,0;3,0;22,75051361738373;5,375;19,512122077549826;3,65870908313963;209,62858893007981;0,0024363678944021795;-54,12863870611718
1648,0;451,0;1,2127198039802358;0,2798435692168041;9,3765;11,0;;;;;;-93,0;1,0;22,83925449275652;10,25;21,973820450218653;3,598775822707153;206,19466605484047;;
1652,0;452,0;1,2127317882835444;0,27985052662280135;9,3985;11,0;-42,77864288867093;3,8823529411764706;16,811509491818413;27,14557;25,81;-88,0;3,0;22,917918041070674;5,5;22,063772827608407;3,667582829223347;210,13701712914755;0,0024121358563765727;-54,2075988442181
1656,0;453,0;1,2127416418889025;0,27985978123116007;9,4215;11,0;-42,44706318000999;3,8823529411764706;16,811509491818413;27,06064;25,51;-90,0;3,0;22,984670620688835;5,75;21,523667338032894;3,8956534603003634;223,2045017207458;0,0024773656199205303;-53,99669578069904
1660,0;454,0;1,2127500308139523;0,27986507429118257;9,4495;11,0;-42,52697216762974;3,8823529411764706;16,811509491818413;26,933619999999998;25,08;-83,0;3,0;23,044914406081485;7,0;15,793431085850735;3,7044649609882736;212,25020761872324;0,0024132102289882787;-54,204082403127984
1664,0;455,0;1,2127586860762458;0,27987313020741095;9,4795;11,0;-42,69076409967937;3,8823529411764706;16,811509491818413;26,826919999999998;25,25;-85,0;3,0;23,107580074634654;7,5;18,826650258670767;3,8911412038931266;222,9459684725303;0,00238394795860148;-54,300382694677246
1668,0;;;;;;;;;;;;;;;;;;;
1672,0;457,0;1,2127750645950124;0,2798938031088021;9,5245;11,0;;;;;;-86,0;1,0;23,221505660445473;;;;;;
1676,0;458,0;1,2127831871828183;0,2799000615104339;9,55;11,0;-42,64282764056509;3,8823529411764706;16,811509491818413;26,55612;25,14;-84,0;3,0;23,279241540648943;6,375;16,326718988550446;-2,4851041567117855;-142,38597983000284;0,0023867733020536746;-54,29103686031966
1680,0;459,0;1,2127918424451118;0,27991018145303576;9,554;11,0;-42,295212718441746;3,856470588235294;16,811509491818413;26,45907;24,71;-86,0;3,0;23,33138459631158;1,0;21,20284209183411;-2,278340752896334;-130,53930943361834;0,0024421299953087013;-54,10997040027742
1684,0;460,0;1,2127987666898534;0,2799135769910955;9,585;11,0;-42,73170034255443;3,8823529411764706;15,924590202219576;26,347540000000002;24,39;-82,0;3,0;23,384352100094407;7,75;12,27935765060292;-2,6856674849857787;-153,8774120651995;0,0022918590058629267;-54,610782744701645
1688,0;461,0;1,21280675628357;0,2799164731904562;9,6075;11,0;-42,51397948340741;3,8823529411764706;15,924590202219576;26,22866;24,11;-85,0;3,0;23,44001864474676;5,625;13,531439744751935;-2,7938288032576346;-160,0745991087481;0,0023233645217803057;-54,503303572766484
1692,0;462,0;1,2128162103830622;0,2799220990847671;9,632;11,0;-42,45005191757937;3,8823529411764706;15,924590202219576;26,14737;24,27;-86,0;3,0;23,50508510817155;6,125;17,517007877347698;-2,604802654547691;-149,24419857005606;0,0023561309119895465;-54,39295156420999
1696,0;463,0;1,2128222026219833;0,27992519512432723;9,6585;11,0;-42,432071370510585;3,8823529411764706;15,924590202219576;26,038220000000003;24,19;-85,0;3,0;23,55080311645512;6,625;10,739482412254235;-2,6646942722499944;-152,67573549260905;0,0023532491315739535;-54,4025995095917
1700,0;464,0;1,212830192041167;0,2799313868543816;9,6985;11,0;-42,32518586653478;3,8823529411764706;15,924590202219576;25,916700000000002;23,94;-78,0;3,0;23,61374187309455;10,0;16,094402973202865;-2,4822880445143816;-142,22462848645628;0,0023578577618668765;-54,387175481285475
1704,0;465,0;1,212838314628973;0,2799386107721556;9,726;11,0;-42,981338386285216;3,856470588235294;15,924590202219576;25,79175;23,75;-83,0;3,0;23,672376201316993;6,875;17,308380017893604;-2,41468630271182;-138,3513339934364;0,002168033047319642;-55,0469705458504
1707,0;;;;;;;;;;;;;;;;;;;
1711,0;467,0;1,2128512309381023;0,2799466335271283;9,7715;11,0;-43,390723971297604;3,8823529411764706;15,924590202219576;25,57587;23,55;-86,0;3,0;23,766245387075113;;;;;0,00204981293726089;-55,485600870469
1715,0;468,0;1,2128568236711574;0,27994919689220066;9,8005;11,0;-43,17704189636706;3,8823529411764706;15,924590202219576;25,50417;23,61;-85,0;3,0;23,81068184383371;7,25;9,796111636630206;-2,7118260762573594;-155,37618894306883;0,0021067937090169394;-55,27132802178243
1719,0;469,0;1,2128652125962072;0,27995335793167037;9,821;11,0;-43,440652512582176;3,856470588235294;15,924590202219576;25,40239;23,72;-88,0;3,0;23,867906003467372;5,125;14,910626077753282;-2,6811374719143863;-153,61786143506964;0,002052631436297773;-55,47487254486214
1723,0;470,0;;;;;-43,46362814461361;3,856470588235294;15,924590202219576;25,29129;23,24;-90,0;2,0;;;;;;0,0020057148231617046;-55,655267756064575
1727,0;471,0;1,2128798599228885;0,2799577189858723;9,8645;11,0;-43,55849054915652;3,8823529411764706;15,924590202219576;25,20489;22,99;-86,0;3,0;23,97088905542424;;;;;0,001962306291890306;-55,825705924313745
1731,0;472,0;1,2128875831793615;0,27995472295367835;9,883;11,0;-42,82258032640826;3,856470588235294;15,924590202219576;25,095080000000003;22,74;-89,0;3,0;24,023181302379747;4,625;13,190768200896459;2,77154026147315;158,79755973299615;0,0021144247967294608;-55,24304219066788
1735,0;;;;;;;;;;;;;;;;;;;
1739,0;474,0;1,2128995673081377;0,27997439700313853;9,9195;10,0;-42,661794737357525;3,8823529411764706;15,924590202219576;24,86009;22,36;-83,0;3,0;24,10841421955381;;;;;0,002118185770966866;-55,229136466392845
1743,0;475,0;1,2129092879194066;0,2799857154633377;9,957;10,0;-42,931413019204456;3,856470588235294;15,924590202219576;24,7853;22,31;-94,0;3,0;24,180654016838105;9,375;23,75717030553853;-2,2803932629739965;-130,65690959847646;0,0020484184485157204;-55,49091392396327
1747,0;476,0;1,212917810013078;0,27999060901749445;9,9885;11,0;-42,775639121851526;3,856470588235294;15,065940366374434;24,69428;22,19;-96,0;3,0;24,243229058545435;7,875;15,648191344266456;-2,620344980133728;-150,13470822995416;0,0020745420990384337;-55,391936209451316
1751,0;;;;;;;;;;;;;;;;;;;
1755,0;478,0;1,212935653212153;0,28001204742029545;10,026;11,0;-42,960377812093554;3,856470588235294;15,065940366374434;24,47821;21,9;-97,0;3,0;24,363069756544288;;;;;0,002004025254663885;-55,66183715485415
1759,0;479,0;1,2129437757999588;0,28002626207985537;10,0535;11,0;-43,12112676942024;3,856470588235294;15,065940366374434;24,33693;21,75;-92,0;3,0;24,42215418611973;6,875;26,069632946283058;-2,0899384741764933;-119,74465401232405;0,0019534791327077304;-55,86079345922291
1763,0;480,0;1,212949368533014;0,2800374140356439;10,0755;11,0;-43,44264968538184;3,856470588235294;15,065940366374434;24,25902;21,7;-94,0;3,0;24,46418851267024;5,5;19,865960871098782;-2,035645166481616;-116,63387662560244;0,0018773918128390733;-56,16950640140944
1767,0;481,0;;;;;-43,483600297587344;3,856470588235294;15,065940366374434;24,14536;21,27;-92,0;2,0;;;;;;0,0018314252346705521;-56,361700269648274
1771,0;482,0;1,2129682769065313;0,28005359271421115;10,1295;10,0;;;;;;-94,0;1,0;24,59688507450342;;;;;;
1775,0;;;;;;;;;;;;;;;;;;;
1779,0;484,0;1,2129897153093323;0,28007596329736567;10,2125;12,0;-43,427678938735;3,856470588235294;15,065940366374434;23,80345;21,07;-86,0;3,0;24,756583457714964;;;;;0,0018260705902482927;-56,38438011977968
1783,0;485,0;1,2129981044089149;0,28008994495547046;10,2435;11,0;-43,27590097666888;3,856470588235294;15,065940366374434;23,697740000000003;21,28;-85,0;3,0;24,818810991182815;7,75;25,964697654669678;-2,1112213342460975;-120,96407207027988;0,0018771644133584674;-56,17044636910184
1787,0;486,0;1,2130028979557055;0,28009254148179863;10,267;11,0;-43,15707218238791;3,856470588235294;15,065940366374434;23,58747;21,06;-85,0;3,0;24,85643454370753;5,875;8,681204634735924;-2,645166381379964;-151,55686976296425;0,001883618469047133;-56,14380927527177
1791,0;487,0;1,213009289700492;0,2801052581252616;10,296;11,0;;;;;;-88,0;1,0;24,906229003119524;7,25;22,66428758567298;-2,036544358269675;-116,68539652003103;;
1795,0;488,0;1,2130167464451884;0,2801152448992415;10,319;11,0;-43,17704189636706;3,856470588235294;15,065940366374434;23,411060000000003;20,74;-94,0;3,0;24,959568277081473;5,75;19,84717321289337;-2,212157694513543;-126,74729951301649;0,001850694685515092;-56,28059106629215
1799,0;489,0;1,2130255348761039;0,2801229681557145;10,334;11,0;-43,48459092367301;3,856470588235294;15,065940366374434;23,305889999999998;20,73;-90,0;3,0;25,017187085036582;3,75;18,631083300934428;-2,420615557041848;-138,69105524220666;0,0017847230714493527;-56,56162353533191
1803,0;490,0;1,213031260777781;0,2801354516231894;10,3625;11,0;-43,21000002495293;3,856470588235294;15,065940366374434;23,21031;20,57;-87,0;3,0;25,06297156769185;7,125;21,870514756838958;-2,000844048273829;-114,63991942996034;0,0018285019302766577;-56,37407440301393
1807,0;491,0;1,213034722812885;0,2801476355921647;10,4;11,0;-43,0112932833938;3,856470588235294;14,233718738656876;23,13711;20,52;-91,0;3,0;25,09937835692459;9,375;20,170358112381603;-1,8476461491093872;-105,86232637756707;0,0018666764115293692;-56,21391463776024
1811,0;492,0;1,213040714877273;0,28016108457578176;10,432;11,0;-43,02327518921766;3,856470588235294;14,233718738656876;23,04297;20,38;-91,0;3,0;25,148296061077748;8,0;23,44639708094874;-1,9899353919156424;-114,01489946047771;0,0018513627242184162;-56,277793268742755
1815,0;493,0;1,2130467071161941;0,2801703390096076;10,462;11,0;-42,91144263908501;3,856470588235294;14,233718738656876;22,952180000000002;20,34;-92,0;3,0;25,196103593485557;7,5;17,55693357764349;-2,145411538490644;-122,92302647418266;0,0018718734896180208;-56,19234664947954
1819,0;;;;;;;;;;;;;;;;;;;
1823,0;495,0;1,2130560280470644;0,2801873166999063;10,509;11,0;-42,73869868291365;3,856470588235294;14,233718738656876;22,780060000000002;20,1;-96,0;3,0;25,270851124407855;;;;;0,0018872091350156048;-56,12902667444227
1827,0;496,0;1,213060688599766;0,2801976698184962;10,531;11,0;-42,562928798899435;3,856470588235294;14,233718738656876;22,68289;19,98;-88,0;3,0;25,307777176436787;5,5;18,080601310086877;-1,9937827258136045;-114,23533545520856;0,0019145068116827794;-56,01749170126744
1835,0;;;;;;;;;;;;;;;;;;;
1839,0;499,0;1,2130750697637365;0,2802125501466329;10,608;11,0;-42,56991221379357;3,856470588235294;14,233718738656876;22,43136;19,49;-84,0;3,0;25,42418845691189;;;;;0,0018660462829569852;-56,216533482632855
1843,0;500,0;1,213081860839856;0,28022443444257555;10,6405;11,0;-42,548945832496884;3,856470588235294;14,233718738656876;22,33527;19,57;-89,0;3,0;25,4779916724072;8,125;21,7978455554953;-2,0899456041732827;-119,74506253104802;0,0018782557388896833;-56,16593628336274
1846,0;501,0;1,2130851897063384;0,28023928160945644;10,6575;10,0;-42,64083024426813;3,856470588235294;14,233718738656876;22,24306;19,29;-87,0;3,0;25,50561557529899;5,666666666666667;32,3083346874899;-1,7913576310544432;-102,63723185797285;0,0018318020638242666;-56,360106517142775
1850,0;502,0;1,2130906492707714;0,2802461060213646;10,6795;10,0;;;;;;-90,0;1,0;25,54694853006698;5,5;13,917831684486215;-2,245540387874364;-128,6599869513709;;
1854,0;503,0;1,2130981060154677;0,280262018362688;10,713;11,0;-42,575904805934925;3,856470588235294;14,233718738656876;22,08719;19,11;-95,0;3,0;25,605465859029767;8,375;27,98518836573858;-2,0090213175327287;-115,10844244643738;0,0018283955817543758;-56,37452491551726
1858,0;504,0;1,2131056961033186;0,2802726376439888;10,7405;11,0;-43,05024237770755;3,856470588235294;14,233718738656876;21,98223;19,08;-95,0;3,0;25,661788416962274;6,875;20,78715085337653;-2,191350469025389;-125,55513330916823;0,0017278470515794512;-56,81178185854579
1862,0;505,0;1,2131108891559752;0,28028209191801395;10,7745;11,0;-42,69675602083143;3,856470588235294;14,233718738656876;21,91518;18,72;-91,0;3,0;25,706895599380005;8,5;17,17809625304054;-2,0730873194906576;-118,77915396890357;0,0017661998979178247;-56,64226917235649
1866,0;506,0;1,2131180797379604;0,28029301087234737;10,795;11,0;-42,767650351483496;3,856470588235294;14,233718738656876;21,84532;18,43;-87,0;3,0;25,758050113273423;5,125;20,820820302969974;-2,153152536128803;-123,36655296806993;0,0017246158358271957;-56,82622277816248
1870,0;507,0;1,2131240718023484;0,2803061935187206;10,819;11,0;-42,77364193320679;3,856470588235294;14,233718738656876;21,77711;18,55;-90,0;3,0;25,803997864107274;6,0;23,06102322412142;-1,9974208274098626;-114,44378332211394;0,0017346401231147777;-56,78150411956656
1874,0;508,0;1,213130463372602;0,28032203936299943;10,8575;11,0;;;;;;-85,0;1,0;25,85863256235943;9,625;27,210995754594077;-1,9541953800988336;-111,96714762362687;;
1878,0;;;;;;;;;;;;;;;;;;;
